0,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,60,220,44
0,5,15,15,15,0,0,0,0,5,0,0,0,0,3,0,0,58,190,53
0,0,0,0,20,5,0,0,0,0,0,0,0,0,0,0,0,25,410,23
0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,960,74
10,15,0,0,2,0,0,0,0,3,0,0,0,0,0,25,0,55,130,6
0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,71,130,15
18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,760,78
0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,290,99
100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,240,10
30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,730,27
15,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,20,800,61
0,0,8,10,4,0,0,0,0,0,0,0,0,0,5,0,0,27,80,77
0,10,0,0,0,0,0,0,0,5,10,4,0,0,0,0,0,29,860,34
0,35,0,0,0,0,0,0,0,10,10,9,0,0,0,0,0,64,430,92
0,0,2,0,0,0,0,0,0,0,0,0,0,0,50,0,0,52,70,5
0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,15,580,56
0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,140,51
0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,210,4
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,820,26
0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,320,41
0,0,0,0,0,0,0,0,5,1,5,12,0,0,0,0,0,23,870,38
0,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,7,920,27
0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,770,88
0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,50,860,96
0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,390,96
0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,10,540,51
0,0,0,2,0,0,0,60,5,25,25,0,0,0,0,22,0,139,590,48
0,0,25,30,0,0,0,0,0,0,0,0,0,0,0,0,0,55,50,94
0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,690,94
0,0,0,2,0,0,0,0,0,20,20,0,0,0,0,0,0,42,140,45
0,0,2,8,1,0,0,20,0,7,7,10,0,0,0,2,0,57,890,7
0,0,2,2,0,0,0,1,0,3,1,11,0,0,0,1,0,21,620,83
0,8,1,8,3,0,0,0,5,5,7,11,0,0,3,5,0,56,950,18
0,25,1,0,0,0,0,2,0,30,10,10,0,0,0,0,10,88,380,80
0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,100,910,16
0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,25,990,24
0,0,0,0,35,0,0,0,0,20,35,45,0,0,0,0,10,145,830,48
0,3,0,0,0,0,0,0,0,2,45,0,0,0,0,5,0,55,240,1
0,3,0,0,0,0,0,2,0,5,0,145,0,0,0,0,20,175,530,41
0,0,0,0,0,0,0,10,0,0,170,0,0,0,0,0,10,190,40,92
0,0,15,10,1,6,0,0,0,0,0,0,4,0,0,0,0,36,30,54
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,820,7
0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,90,49
0,0,0,0,0,0,0,0,0,0,0,0,13,15,0,0,0,28,410,46
0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,0,0,19,510,16
0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,270,5
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,370,37
0,0,0,0,0,0,0,0,0,0,0,0,0,95,0,0,0,95,210,98
0,0,0,0,0,0,0,0,0,0,0,0,3,7,5,0,0,15,850,69
0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,15,560,92
0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,10,45,20,68
0,0,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,40,650,2
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,230,44
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,120,62
0,0,0,0,0,0,0,0,0,0,25,5,0,0,0,0,0,30,190,86
0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,340,100
0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,560,21
0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,780,47
0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,12,360,67
0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,20,150,81
0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,70,270,90
0,0,4,32,15,0,0,0,0,0,0,0,0,0,0,0,0,51,830,57
0,0,0,0,0,0,0,0,0,0,0,0,7,4,0,0,0,11,480,16
0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,8,50,32
